Drive,Predicted_TTF,Status,smart_1_raw,smart_3_raw,smart_4_raw,smart_5_raw,smart_7_raw,smart_9_raw,smart_10_raw,smart_12_raw,smart_192_raw,smart_193_raw,smart_194_raw,smart_197_raw,smart_198_raw,smart_199_raw,smart_240_raw,issues
1596,114.47,preventative measures,223460160,0,7,0,2.288048885e-315,19259,0,7,1.0,19207.0,24.0,0,0,0,1.75022212933474e-310,{}
1625,98.5,preventative measures,7,0,4,0,0.0,5312,0,4,0.0,185.0,26.0,0,0,0,0.0,{}
1636,127.09,preventative measures,16992112,0,12,0,5.7621328e-316,16159,0,12,2.0,28136.0,23.0,0,0,2,7.926e-320,{}
1644,95.95,preventative measures,0,4033,25,0,0.0,28431,0,23,16.0,25.0,36.0,0,0,0,0.0,{'SMART 3: Spin-Up Time': 'Warning'}
1646,150.19,preventative measures,40372804,570,15,217,0.0,25604,0,15,18.0,18.0,19.0,0,0,0,0.0,{'SMART 5: Reallocated Sectors Count': 'Critical'}
1661,89.29,preventative measures,0,6362,12,0,0.0,7523,0,12,0.0,116.0,35.0,0,0,0,0.0,{'SMART 3: Spin-Up Time': 'Critical'}
1663,101.86,preventative measures,145567480,0,7,0,1.996222193e-315,20383,0,7,1.0,8760.0,20.0,0,0,0,1.0047e-319,{}
1678,105.94,preventative measures,0,4183,26,0,0.0,32828,0,23,11.0,26.0,31.0,0,0,0,0.0,{'SMART 3: Spin-Up Time': 'Warning'}
1680,89.62,preventative measures,218276392,0,5,0,1.403241068e-315,17246,0,5,1.0,6174.0,16.0,0,0,0,1.16771306389537e-309,{}
1685,114.33,preventative measures,92984560,0,7,0,3.87641564e-316,15970,0,7,1.0,147448.0,26.0,0,0,0,7.5943e-320,{}
1697,101.01,preventative measures,145526544,0,2,0,7.69714707e-316,2557,0,2,0.0,2103.0,23.0,0,0,0,1.2594e-320,{}
1719,82.85,preventative measures,241479832,0,4,3784,5.3188701e-316,2338,0,4,0.0,2309.0,34.0,0,0,0,1.116e-320,{'SMART 5: Reallocated Sectors Count': 'Critical'}
1742,97.34,preventative measures,0,4091,22,0,0.0,33021,0,20,11.0,22.0,30.0,0,0,0,0.0,{'SMART 3: Spin-Up Time': 'Warning'}
1753,88.37,preventative measures,131073,620,26,7,0.0,45229,0,26,1317.0,1317.0,23.0,1,0,0,0.0,"{'SMART 5: Reallocated Sectors Count': 'Critical', 'SMART 197: Current Pending Sector Count': 'Warning'}"
1768,112.61,preventative measures,85603416,0,3,0,1.57796925e-315,7976,0,3,0.0,43652.0,20.0,8,8,0,3.867e-320,{'SMART 197: Current Pending Sector Count': 'Warning'}
1791,113.14,preventative measures,156687680,0,2,0,1.09452329e-315,5648,0,2,0.0,32532.0,23.0,0,0,0,2.7253e-320,{}
1792,98.33,preventative measures,0,4283,19,0,0.0,32981,0,16,10.0,19.0,31.0,0,0,0,0.0,{'SMART 3: Spin-Up Time': 'Warning'}
1802,102.7,preventative measures,137292416,0,1,0,2.822798525e-315,9439,0,1,0.0,86.0,35.0,0,0,0,4.663e-320,{}
1805,100.09,preventative measures,18640378,0,25,0,1.788192349e-314,25200,0,25,9.0,25.0,34.0,0,0,0,9.0607098290877e-310,{}
1809,104.0,preventative measures,0,612,19,53,0.0,43388,0,19,1116.0,1116.0,40.0,0,0,0,0.0,{'SMART 5: Reallocated Sectors Count': 'Critical'}
1817,101.83,preventative measures,7,0,4,0,0.0,5287,0,4,0.0,184.0,25.0,0,0,0,0.0,{}
1818,107.59,preventative measures,196611,641,46,6,0.0,44931,0,46,712.0,712.0,29.0,0,0,0,0.0,{'SMART 5: Reallocated Sectors Count': 'Critical'}
1831,98.67,preventative measures,153808600,0,2,0,2.23976678e-315,10398,0,2,0.0,9642.0,30.0,0,0,0,5.1057e-320,{}
1858,124.39,preventative measures,231314736,0,5,0,3.18285471e-315,21089,0,5,2.0,4602.0,19.0,0,0,0,6.03516823012394e-310,{}
1865,109.08,preventative measures,6,0,4,0,0.0,5120,0,4,0.0,178.0,25.0,0,0,0,0.0,{}
1894,150.05,preventative measures,57216680,0,10,0,2.18574736e-315,19210,0,10,7.0,7487.0,29.0,0,0,0,9.4747e-320,{}
1895,187.96,preventative measures,65729208,0,3,0,1.8746545e-317,626,0,3,0.0,21758.0,26.0,0,0,0,2.184e-321,{}
1901,125.92,preventative measures,0,4183,23,0,0.0,32597,0,20,11.0,23.0,32.0,0,0,0,0.0,{'SMART 3: Spin-Up Time': 'Warning'}
1906,120.99,preventative measures,213283184,0,5,0,3.21390766e-315,21233,0,5,2.0,4602.0,19.0,0,0,0,8.42283789412523e-310,{}
1916,112.15,preventative measures,183525096,0,8,0,1.49190899e-315,17474,0,8,2.0,9428.0,22.0,0,0,0,3.1829936873096e-310,{}
1944,107.86,preventative measures,0,634,113,256,0.0,40561,0,111,1086.0,1086.0,31.0,0,0,0,0.0,{'SMART 5: Reallocated Sectors Count': 'Critical'}
1946,129.88,preventative measures,164794816,0,8,0,2.20046246e-315,8388,0,8,0.0,2356.0,23.0,0,0,0,4.134e-320,{}
1953,85.46,preventative measures,179395792,0,8,0,2.79515403e-315,20633,0,8,5.0,6749.0,19.0,0,0,0,1.018e-319,{}
1955,105.52,preventative measures,1597336,0,14,0,2.173316057e-315,19493,0,14,6.0,25971.0,31.0,0,0,0,4.9811729206666e-310,{}
1959,81.69,preventative measures,14,620,26,7,0.0,45493,0,26,1324.0,1324.0,24.0,1,0,0,0.0,"{'SMART 5: Reallocated Sectors Count': 'Critical', 'SMART 197: Current Pending Sector Count': 'Warning'}"
1967,86.71,preventative measures,130979880,0,11,0,3.268017654e-315,21984,0,11,4.0,19942.0,25.0,0,0,0,1.08215e-319,{}
1970,145.1,preventative measures,107811832,0,11,0,2.411319805e-315,19254,0,11,5.0,9372.0,23.0,0,0,0,3.11763621703523e-310,{}
1992,118.67,preventative measures,157476704,0,1,0,1.36731509e-315,6249,0,1,0.0,17495.0,26.0,0,0,0,3.031e-320,{}
1997,104.88,preventative measures,81646400,0,1,0,1.427129285e-315,6609,0,1,0.0,17500.0,29.0,0,0,0,3.209e-320,{}
2001,109.49,preventative measures,38970640,0,9,0,1.282038193e-315,6511,0,9,0.0,22867.0,20.0,16,16,0,3.149e-320,{'SMART 197: Current Pending Sector Count': 'Critical'}
2002,106.35,preventative measures,0,612,19,53,0.0,43315,0,19,1114.0,1114.0,40.0,0,0,0,0.0,{'SMART 5: Reallocated Sectors Count': 'Critical'}
2032,88.58,preventative measures,126560920,0,10,0,3.990048163e-315,16967,0,10,1.0,64510.0,29.0,0,0,304,8.25e-320,{'SMART 199: UltraDMA CRC Error Count': 'Critical'}
2049,111.29,preventative measures,185551456,0,13,8,1.893557605e-315,18122,0,13,8.0,6523.0,29.0,0,0,0,4.36982593322855e-310,{'SMART 5: Reallocated Sectors Count': 'Critical'}
2053,90.77,preventative measures,113741688,0,8,0,3.995774804e-315,14937,0,8,1.0,15676.0,29.0,0,0,0,7.253e-320,{}
2056,112.68,preventative measures,2,628,34,1,0.0,47952,0,33,1375.0,1375.0,27.0,0,0,0,0.0,{'SMART 5: Reallocated Sectors Count': 'Warning'}
2058,89.79,preventative measures,130078712,0,20,0,2.81190175e-315,25886,0,20,0.0,161219.0,27.0,0,0,0,9.5330660921823e-310,{}
2072,88.56,preventative measures,71395328,0,17,0,3.511804703e-315,22543,0,17,5.0,13664.0,28.0,0,0,0,3.6994874630796e-310,{}
2085,165.86,preventative measures,187666096,0,14,0,2.06377285e-315,19133,0,14,6.0,25971.0,31.0,0,0,0,7.49043294346526e-310,{}
2089,99.12,preventative measures,0,4208,24,0,0.0,33178,0,21,12.0,24.0,34.0,0,0,0,0.0,{'SMART 3: Spin-Up Time': 'Warning'}
2108,104.63,preventative measures,109737768,0,9,0,1.358398395e-315,16970,0,9,4.0,35110.0,20.0,0,0,0,8.314e-320,{}
2122,101.84,preventative measures,111612712,0,14,0,2.87335095e-315,26918,0,14,0.0,188639.0,31.0,0,0,0,1.33800322616728e-309,{}
2128,106.01,preventative measures,147798776,0,5,0,1.377891715e-315,17125,0,5,1.0,6174.0,16.0,0,0,0,2.6862344726279e-310,{}
2133,98.65,preventative measures,0,4058,61,0,0.0,35706,0,59,17.0,43.0,38.0,0,0,0,0.0,{'SMART 3: Spin-Up Time': 'Warning'}
2139,105.79,preventative measures,131072,434,30,0,0.0,16957,1,29,682.0,682.0,24.0,0,0,157,0.0,{'SMART 199: UltraDMA CRC Error Count': 'Critical'}
2153,117.55,preventative measures,151217216,0,10,0,2.876330755e-315,26490,0,10,0.0,130664.0,31.0,0,0,0,4.73247501431306e-310,{}
2158,124.85,preventative measures,65170560,0,13,0,1.85852885e-315,18941,0,11,2.0,20669.0,22.0,0,0,0,9.3047e-320,{}
2164,89.55,preventative measures,69633752,0,2,0,1.240856655e-315,6514,0,2,0.0,19664.0,20.0,0,0,0,3.1586e-320,{}
2167,117.7,preventative measures,2018552,0,55,0,2.254037515e-315,20303,0,55,49.0,12770.0,27.0,0,0,2,7.63960924763054e-310,{}
2175,126.92,preventative measures,102760048,0,9,0,1.5084462044e-313,6706,0,8,0.0,5040.0,27.0,0,0,0,1.0501757172735e-310,{}
2184,86.47,preventative measures,203842672,0,6,0,8.23860136e-316,4113,0,4,0.0,38578.0,28.0,32,32,0,1.9175e-320,{'SMART 197: Current Pending Sector Count': 'Critical'}
2185,130.3,preventative measures,1321336,0,5,0,1.4369782e-315,17390,0,5,1.0,6174.0,17.0,0,0,0,1.06623922517212e-309,{}
2232,159.73,preventative measures,240699040,0,15,0,2.381677647e-314,20592,0,15,0.0,74266.0,28.0,0,0,0,8.2785421803066e-310,{}
2237,90.56,preventative measures,232362056,0,22,0,2.90707266e-315,25858,0,22,0.0,175995.0,28.0,0,0,0,1.37927604429644e-309,{}
2246,109.23,preventative measures,113317184,0,5,0,3.177507565e-315,21065,0,5,2.0,4602.0,19.0,0,0,0,4.7600609593318e-310,{}
2270,110.46,preventative measures,137808824,0,2,0,1.11481555e-315,5719,0,2,0.0,32532.0,23.0,0,0,0,2.761e-320,{}
2288,102.87,preventative measures,178823624,0,2,8,8.6854453e-316,4279,0,2,0.0,38876.0,24.0,0,0,0,1.9535e-320,{'SMART 5: Reallocated Sectors Count': 'Critical'}
2302,109.06,preventative measures,6038064,0,7,0,2.615356876e-315,11095,0,7,1.0,30517.0,27.0,0,0,0,5.4253e-320,{}
2330,98.1,preventative measures,169351776,0,1,0,1.261044755e-315,6537,0,1,0.0,19687.0,32.0,0,0,0,3.168e-320,{}
2339,108.98,preventative measures,19240960,0,1,0,2.22567863e-316,1214,0,1,0.0,6749.0,29.0,0,0,0,5.29e-321,{}
2345,88.81,preventative measures,98598096,0,13,0,6.19442793e-316,16303,0,13,2.0,28183.0,23.0,0,0,2,7.9965e-320,{}
2351,103.29,preventative measures,159282752,0,13,0,3.09646136e-315,27042,0,13,0.0,145096.0,33.0,0,0,0,1.21637042742999e-309,{}
2371,125.02,preventative measures,0,0,4,0,0.0,11095,0,4,137.0,137.0,22.0,0,0,0,0.0,{}
2375,108.19,preventative measures,0,4091,22,0,0.0,32758,0,20,11.0,22.0,32.0,0,0,0,0.0,{'SMART 3: Spin-Up Time': 'Warning'}
2391,83.88,preventative measures,222941200,0,56,672,3.046776194e-315,23606,0,56,26.0,179122.0,35.0,0,0,0,9.3811311934115e-310,{'SMART 5: Reallocated Sectors Count': 'Critical'}
2405,145.58,preventative measures,70318848,0,14,0,2.08473876e-315,19205,0,14,6.0,25971.0,31.0,0,0,0,7.14730622406973e-310,{}
2450,87.85,preventative measures,14593995,0,25,0,1.8043623706e-314,25393,0,25,9.0,25.0,33.0,0,0,0,3.7932796771841e-310,{}
2463,143.33,preventative measures,202347064,0,2,0,8.1616123e-316,2725,0,2,0.0,2103.0,24.0,0,0,0,1.3424e-320,{}
2469,168.91,preventative measures,64918032,0,1,0,2.799398004e-315,9342,0,1,0.0,86.0,33.0,0,0,0,4.615e-320,{}
2485,107.03,preventative measures,0,6083,8,0,0.0,11742,0,8,2.0,151.0,22.0,0,0,0,0.0,{'SMART 3: Spin-Up Time': 'Critical'}
2488,149.73,preventative measures,41318888,0,5,0,3.15038925e-315,20945,0,5,2.0,4602.0,19.0,0,0,0,4.21343484357314e-310,{}
2497,132.44,preventative measures,40202416,0,5,0,6.4845714e-316,15464,0,5,3.0,5913.0,28.0,0,0,0,8.3415654550449e-310,{}
2518,88.17,preventative measures,116626768,0,13,0,6.271488e-316,16327,0,13,2.0,28183.0,23.0,0,0,2,8.0083e-320,{}
2520,97.63,preventative measures,838800,0,17,0,4.927897267e-315,12432,0,15,0.0,4177.0,25.0,0,0,0,5.7890167179458e-310,{}
2523,88.8,preventative measures,206568288,0,2,0,1.292785207e-315,6538,0,2,0.0,20715.0,19.0,48,48,0,3.1684e-320,{'SMART 197: Current Pending Sector Count': 'Critical'}
2528,105.32,preventative measures,87880728,0,9,0,6.7036961e-316,17599,0,9,1.0,25119.0,34.0,0,0,0,2.90352684164087e-310,{}
2529,111.62,preventative measures,65729208,0,3,0,1.88404e-317,675,0,3,0.0,24055.0,27.0,0,0,0,2.35e-321,{}
2537,114.12,preventative measures,0,4283,19,0,0.0,32621,0,16,10.0,19.0,30.0,0,0,0,0.0,{'SMART 3: Spin-Up Time': 'Warning'}
2540,117.85,preventative measures,0,4091,22,0,0.0,32542,0,20,11.0,22.0,31.0,0,0,0,0.0,{'SMART 3: Spin-Up Time': 'Warning'}
2561,109.81,preventative measures,0,6083,8,0,0.0,11693,0,8,2.0,151.0,21.0,0,0,0,0.0,{'SMART 3: Spin-Up Time': 'Critical'}
2575,119.76,preventative measures,44028112,0,3,512,2.92473099e-315,10856,0,3,0.0,1024.0,22.0,8,8,0,5.359e-320,"{'SMART 5: Reallocated Sectors Count': 'Critical', 'SMART 197: Current Pending Sector Count': 'Warning'}"
2576,139.19,preventative measures,46846400,0,11,0,2.683106567e-315,22157,0,11,3.0,39365.0,25.0,0,0,0,9.2417160698995e-310,{}
2613,92.42,preventative measures,0,4158,38,0,0.0,29208,0,36,26.0,38.0,39.0,0,0,2,0.0,{'SMART 3: Spin-Up Time': 'Warning'}
2615,162.11,preventative measures,45013696,0,5,0,6.1583092e-316,15320,0,5,3.0,5913.0,28.0,0,0,0,7.939659452229e-310,{}
2616,93.2,preventative measures,0,483,9,5,0.0,20121,0,8,10.0,10.0,25.0,0,0,0,0.0,{'SMART 5: Reallocated Sectors Count': 'Warning'}
2627,84.67,preventative measures,119579168,0,7,0,2.614300416e-315,10634,0,7,1.0,25334.0,19.0,0,0,58,5.201e-320,{'SMART 199: UltraDMA CRC Error Count': 'Critical'}
2641,83.85,preventative measures,152284120,0,13,0,3.38810476e-315,21771,0,13,2.0,32236.0,22.0,0,0,0,1.94077735148575e-310,{}
2646,109.69,preventative measures,142126896,0,14,0,2.859972276e-315,26748,0,14,0.0,185958.0,33.0,0,0,0,1.24486883090098e-309,{}
2657,149.14,preventative measures,71644734,0,25,0,1.7828002307e-314,25153,0,25,11.0,25.0,32.0,0,0,0,1.10878524081945e-309,{}
2669,125.93,preventative measures,27913392,0,15,0,2.079166265e-315,19679,0,14,3.0,5370.0,22.0,0,0,0,1.28384989354697e-309,{}
2672,98.56,preventative measures,237699696,0,7,0,2.580473337e-315,10926,0,7,1.0,30517.0,26.0,0,0,0,5.342e-320,{}
2677,98.74,preventative measures,99663864,0,8,0,3.94920202e-315,14721,0,8,1.0,15676.0,29.0,0,0,0,7.146e-320,{}
2688,96.91,preventative measures,171390264,0,13,0,1.883290175e-315,19061,0,11,2.0,20669.0,23.0,0,0,0,9.364e-320,{}
2701,120.01,preventative measures,35110600,0,16,0,4.9627886e-316,17216,0,16,14.0,9526.0,34.0,0,0,0,9.73720208682215e-310,{}
2715,102.51,preventative measures,0,4283,19,0,0.0,32909,0,16,10.0,19.0,30.0,0,0,0,0.0,{'SMART 3: Spin-Up Time': 'Warning'}
2718,82.29,preventative measures,0,6362,12,0,0.0,7666,0,12,0.0,117.0,35.0,0,0,0,0.0,{'SMART 3: Spin-Up Time': 'Critical'}
2732,81.21,preventative measures,212697800,0,17,0,3.54796346e-315,22711,0,17,5.0,13664.0,27.0,0,0,0,9.30643694155545e-310,{}
2733,98.09,preventative measures,0,4033,25,0,0.0,28383,0,23,16.0,25.0,37.0,0,0,0,0.0,{'SMART 3: Spin-Up Time': 'Warning'}
2746,119.63,preventative measures,0,634,113,256,0.0,40321,0,111,1079.0,1079.0,30.0,0,0,0,0.0,{'SMART 5: Reallocated Sectors Count': 'Critical'}
2750,93.92,preventative measures,83374544,0,13,0,1.89421538e-315,17588,0,13,3.0,1454.0,20.0,0,0,0,1.351647659058e-309,{}
2751,91.86,preventative measures,1128624,0,8,0,2.780487597e-315,20560,0,8,5.0,6743.0,20.0,0,0,0,1.0144e-319,{}
2756,108.47,preventative measures,180803440,0,20,121,7.707429e-316,27220,0,20,0.0,133432.0,25.0,0,0,0,1.12391507081857e-309,{'SMART 5: Reallocated Sectors Count': 'Critical'}
2757,107.56,preventative measures,53162312,0,9,0,6.81310207e-316,17647,0,9,1.0,25119.0,32.0,0,0,0,1.23792990461987e-309,{}
2758,109.43,preventative measures,0,4208,30,0,0.0,34188,0,29,13.0,30.0,29.0,0,0,0,0.0,{'SMART 3: Spin-Up Time': 'Warning'}
2768,88.71,preventative measures,14929952,0,4,8184,5.50885547e-316,2435,0,4,0.0,2309.0,33.0,0,0,0,1.164e-320,{'SMART 5: Reallocated Sectors Count': 'Critical'}
2769,111.78,preventative measures,38138128,0,1,0,1.23742263e-315,6321,0,1,0.0,19456.0,31.0,0,0,0,3.0617e-320,{}
2771,97.65,preventative measures,233607224,0,2,0,2.3470696746e-314,10303,0,2,0.0,9259.0,33.0,0,0,0,5.059e-320,{}
2779,96.1,preventative measures,20509032,0,5,0,2.97216008e-315,10544,0,5,1.0,3880.0,19.0,0,0,0,5.197e-320,{}
2835,89.16,preventative measures,196626088,0,10,0,2.978160856e-315,20722,0,10,2.0,9221.0,20.0,0,0,0,1.11697614455044e-309,{}
2838,103.14,preventative measures,0,4208,24,0,0.0,32962,0,21,12.0,24.0,33.0,0,0,0,0.0,{'SMART 3: Spin-Up Time': 'Warning'}
2856,87.69,preventative measures,235309976,0,24,0,2.789990224e-315,26141,0,24,0.0,154256.0,24.0,0,0,0,5.623288974505e-312,{}
2857,101.4,preventative measures,191630000,0,2,0,7.7941405e-316,4205,0,2,0.0,40008.0,37.0,0,0,0,1.9145e-320,{}
2867,98.98,preventative measures,0,4283,19,0,0.0,32957,0,16,10.0,19.0,30.0,0,0,0,0.0,{'SMART 3: Spin-Up Time': 'Warning'}
2888,189.93,preventative measures,115624248,0,8,0,1.80442921e-315,17549,0,8,4.0,578.0,34.0,0,0,0,7.16088699705815e-310,{}
2893,101.52,preventative measures,0,4208,30,0,0.0,34356,0,29,13.0,30.0,29.0,0,0,0,0.0,{'SMART 3: Spin-Up Time': 'Warning'}
2895,109.62,preventative measures,124248984,0,2,0,2.3440328615e-314,10135,0,2,0.0,9259.0,32.0,0,0,0,4.976e-320,{}
2898,93.28,preventative measures,48687448,0,24,0,2.194201185e-315,20254,0,24,11.0,50153.0,23.0,0,0,1,9.9124e-320,{}
2900,106.98,preventative measures,98044472,0,5,0,8.2947308e-316,2557,0,5,0.0,2073.0,29.0,0,0,0,1.2386e-320,{}
2905,125.76,preventative measures,0,611,20,53,0.0,45859,0,20,1201.0,1201.0,31.0,0,0,0,0.0,{'SMART 5: Reallocated Sectors Count': 'Critical'}
2910,112.49,preventative measures,0,4208,30,0,0.0,34068,0,29,13.0,30.0,29.0,0,0,0,0.0,{'SMART 3: Spin-Up Time': 'Warning'}
2922,100.63,preventative measures,0,612,19,53,0.0,43484,0,19,1120.0,1120.0,40.0,0,0,0,0.0,{'SMART 5: Reallocated Sectors Count': 'Critical'}
2952,81.87,preventative measures,0,565,15,0,0.0,23386,0,15,19.0,19.0,28.0,8,0,0,0.0,{'SMART 197: Current Pending Sector Count': 'Warning'}
2953,101.98,preventative measures,233271360,0,1,0,1.266974936e-315,6585,0,1,0.0,19698.0,33.0,0,0,0,3.192e-320,{}
2964,101.37,preventative measures,41607528,0,2,8,8.5484723e-316,4207,0,2,0.0,38876.0,24.0,0,0,0,1.918e-320,{'SMART 5: Reallocated Sectors Count': 'Critical'}
2976,86.88,preventative measures,145065056,0,4,2016,5.1829077e-316,2291,0,4,0.0,2309.0,33.0,0,0,0,1.093e-320,{'SMART 5: Reallocated Sectors Count': 'Critical'}
2993,99.06,preventative measures,0,900,27,0,0.0,19700,0,26,10.0,224265.0,36.0,0,0,0,9.586e-320,{}
2997,99.67,preventative measures,42256336,0,2,8,8.73181045e-316,4303,0,2,0.0,38879.0,25.0,0,0,0,1.9654e-320,{'SMART 5: Reallocated Sectors Count': 'Critical'}
2998,95.01,preventative measures,0,6083,8,0,0.0,12077,0,8,2.0,151.0,21.0,0,0,0,0.0,{'SMART 3: Spin-Up Time': 'Critical'}
3006,101.91,preventative measures,239406304,0,17,0,4.98614155e-315,12648,0,15,0.0,4186.0,25.0,0,0,0,4.778734527495e-311,{}
3012,113.93,preventative measures,124739144,0,21,0,2.95268996e-315,27060,0,21,0.0,147164.0,33.0,0,0,0,6.0370780385984e-311,{}
3019,121.63,preventative measures,150280936,0,4,0,3.03124254e-316,1549,0,4,0.0,10238.0,32.0,0,0,0,7.035e-321,{}
3029,96.87,preventative measures,0,6083,8,0,0.0,12029,0,8,2.0,151.0,22.0,0,0,0,0.0,{'SMART 3: Spin-Up Time': 'Critical'}
3033,102.5,preventative measures,0,565,15,0,0.0,23170,0,15,19.0,19.0,27.0,8,0,0,0.0,{'SMART 197: Current Pending Sector Count': 'Warning'}
3060,114.13,preventative measures,44852216,0,23,0,1.7771204e-315,17952,0,23,11.0,31294.0,21.0,0,0,1,8.8077e-320,{}
3073,114.84,preventative measures,38303965,0,17,0,4.914595686e-315,12384,0,15,0.0,4175.0,26.0,0,0,0,1.10611152605966e-309,{}
3106,109.83,preventative measures,23932096,0,16,0,5.815703e-316,17600,0,16,14.0,9526.0,34.0,0,0,0,1.19873664235807e-309,{}
3110,85.26,preventative measures,50101824,0,5,0,3.6550811e-316,2718,0,5,0.0,44091.0,21.0,0,0,0,8.043e-321,{}
3115,102.91,preventative measures,241746360,0,17,0,3.495147996e-315,22471,0,17,5.0,13664.0,27.0,0,0,0,8.96097602677445e-310,{}
3133,89.34,preventative measures,74146208,0,37,0,6.66991636e-316,17590,0,37,14.0,28961.0,23.0,0,0,0,8.572e-320,{}
3135,109.25,preventative measures,64839752,0,2,0,2.200600145e-315,10183,0,2,0.0,9642.0,30.0,0,0,0,4.9995e-320,{}
3140,100.58,preventative measures,43562080,0,2,8,8.5914241e-316,4231,0,2,0.0,38876.0,25.0,0,0,0,1.93e-320,{'SMART 5: Reallocated Sectors Count': 'Critical'}
3143,141.79,preventative measures,118593808,0,13,0,1.624440754e-315,17583,0,12,1.0,34199.0,19.0,0,0,0,5.7018026911853e-310,{}
3144,91.43,preventative measures,76630112,0,5,0,2.99891984e-315,10663,0,5,1.0,3880.0,19.0,0,0,0,5.2564e-320,{}
3150,80.0,preventative measures,45998360,0,1,0,2.88151815e-315,9679,0,1,0.0,86.0,34.0,0,0,0,4.7816e-320,{}
3165,96.27,preventative measures,211265528,0,3,0,7.9302262e-316,4207,0,3,0.0,39025.0,35.0,8,8,0,1.9244e-320,{'SMART 197: Current Pending Sector Count': 'Warning'}
3202,112.87,preventative measures,119780568,0,16,0,5.0759894e-316,17264,0,16,14.0,9526.0,33.0,0,0,0,3.7695133238929e-310,{}
3213,111.84,preventative measures,11424296,0,10,0,1.698054174e-315,7884,0,10,0.0,44568.0,21.0,0,0,0,3.814e-320,{}
3215,111.94,preventative measures,91298384,0,14,0,2.854376394e-315,26675,0,14,0.0,184544.0,32.0,0,0,0,1.00192153279301e-309,{}
3229,94.65,preventative measures,158627114,0,16,0,1.162415414e-315,19633,0,16,0.0,72953.0,26.0,0,0,0,0.0,{}
3245,105.92,preventative measures,49783408,0,5,0,3.188288467e-315,21112,0,5,2.0,4602.0,19.0,0,0,0,7.94623763946845e-310,{}
